;elix;domestic;constant;Source
01/01/2012 00:00;44.31;0.5872965757334154;1.0;69.64
01/01/2012 00:30;44.31;0.5872965757334154;1.0;69.64
01/01/2012 01:00;44.02;0.5872965757334154;1.0;69.68
01/01/2012 01:30;44.02;0.5872965757334154;1.0;69.68
01/01/2012 02:00;44.02;0.5835378776487216;1.0;69.68
01/01/2012 02:30;44.02;0.5835378776487216;1.0;69.68
01/01/2012 03:00;44.02;0.5835378776487216;1.0;70.37
01/01/2012 03:30;44.02;0.5835378776487216;1.0;70.37
01/01/2012 04:00;44.02;0.48957042553137503;1.0;70.37
01/01/2012 04:30;44.02;0.48957042553137503;1.0;70.37
01/01/2012 05:00;44.02;0.48957042553137503;1.0;70.33
01/01/2012 05:30;44.02;0.48957042553137503;1.0;70.33
01/01/2012 06:00;44.02;0.5050750551307372;1.0;70.33
01/01/2012 06:30;44.02;0.5050750551307372;1.0;70.33
01/01/2012 07:00;55.72;0.5050750551307372;1.0;70.33
01/01/2012 07:30;55.72;0.5050750551307372;1.0;70.33
01/01/2012 08:00;55.72;0.4698372605867323;1.0;70.33
01/01/2012 08:30;55.72;0.4698372605867323;1.0;70.33
01/01/2012 09:00;72.13;0.4698372605867323;1.0;69.42
01/01/2012 09:30;72.13;0.4698372605867323;1.0;69.42
01/01/2012 10:00;72.13;1.2450687405548406;1.0;69.42
01/01/2012 10:30;72.13;1.2450687405548406;1.0;69.42
01/01/2012 11:00;72.13;1.2450687405548406;1.0;70.33
01/01/2012 11:30;72.13;1.2450687405548406;1.0;70.33
01/01/2012 12:00;72.13;1.7111473030568791;1.0;70.33
01/01/2012 12:30;72.13;1.7111473030568791;1.0;70.33
01/01/2012 13:00;72.13;1.7111473030568791;1.0;70.33
01/01/2012 13:30;72.13;1.7111473030568791;1.0;70.33
01/01/2012 14:00;72.13;1.3705152891314982;1.0;70.33
01/01/2012 14:30;72.13;1.3705152891314982;1.0;70.33
01/01/2012 15:00;72.13;1.3705152891314982;1.0;70.33
01/01/2012 15:30;72.13;1.3705152891314982;1.0;70.33
01/01/2012 16:00;72.13;1.053375138235454;1.0;70.33
01/01/2012 16:30;72.13;1.053375138235454;1.0;70.33
01/01/2012 17:00;102.9;1.053375138235454;1.0;70.29
01/01/2012 17:30;102.9;1.053375138235454;1.0;70.29
01/01/2012 18:00;102.9;1.1238507273234637;1.0;70.29
01/01/2012 18:30;102.9;1.1238507273234637;1.0;70.29
01/01/2012 19:00;72.13;1.1238507273234637;1.0;70.33
01/01/2012 19:30;72.13;1.1238507273234637;1.0;70.33
01/01/2012 20:00;72.13;1.1238507273234637;1.0;70.33
01/01/2012 20:30;72.13;1.1238507273234637;1.0;70.33
01/01/2012 21:00;55.72;1.1238507273234637;1.0;70.42
01/01/2012 21:30;55.72;1.1238507273234637;1.0;70.42
01/01/2012 22:00;55.72;0.778990178052802;1.0;70.42
01/01/2012 22:30;55.72;0.778990178052802;1.0;70.42
01/01/2012 23:00;53.85;0.778990178052802;1.0;69.64
01/01/2012 23:30;53.85;0.778990178052802;1.0;69.64
02/01/2012 00:00;44.31;0.4340958233346687;1.0;69.64
02/01/2012 00:30;44.31;0.4340958233346687;1.0;69.64
02/01/2012 01:00;44.02;0.4340958233346687;1.0;69.68
02/01/2012 01:30;44.02;0.4340958233346687;1.0;69.68
02/01/2012 02:00;44.02;0.28954191416422403;1.0;69.68
02/01/2012 02:30;44.02;0.28954191416422403;1.0;69.68
02/01/2012 03:00;44.02;0.28954191416422403;1.0;70.37
02/01/2012 03:30;44.02;0.28954191416422403;1.0;70.37
02/01/2012 04:00;44.02;0.30386707633426807;1.0;70.37
02/01/2012 04:30;44.02;0.30386707633426807;1.0;70.37
02/01/2012 05:00;44.02;0.30386707633426807;1.0;70.33
02/01/2012 05:30;44.02;0.30386707633426807;1.0;70.33
02/01/2012 06:00;44.02;0.32557186750100153;1.0;70.33
02/01/2012 06:30;44.02;0.32557186750100153;1.0;70.33
02/01/2012 07:00;55.72;0.32557186750100153;1.0;70.33
02/01/2012 07:30;55.72;0.32557186750100153;1.0;70.33
02/01/2012 08:00;55.72;0.7379628996689368;1.0;70.33
02/01/2012 08:30;55.72;0.7379628996689368;1.0;70.33
02/01/2012 09:00;72.13;0.7379628996689368;1.0;69.42
02/01/2012 09:30;72.13;0.7379628996689368;1.0;69.42
02/01/2012 10:00;72.13;1.4108114258376732;1.0;69.42
02/01/2012 10:30;72.13;1.4108114258376732;1.0;69.42
02/01/2012 11:00;72.13;1.4108114258376732;1.0;70.33
02/01/2012 11:30;72.13;1.4108114258376732;1.0;70.33
02/01/2012 12:00;72.13;1.6204797085083182;1.0;70.33
02/01/2012 12:30;72.13;1.6204797085083182;1.0;70.33
02/01/2012 13:00;72.13;1.6204797085083182;1.0;70.33
02/01/2012 13:30;72.13;1.6204797085083182;1.0;70.33
02/01/2012 14:00;72.13;1.3274650277574167;1.0;70.33
02/01/2012 14:30;72.13;1.3274650277574167;1.0;70.33
02/01/2012 15:00;72.13;1.3274650277574167;1.0;70.33
02/01/2012 15:30;72.13;1.3274650277574167;1.0;70.33
02/01/2012 16:00;72.13;0.9732428359163273;1.0;70.33
02/01/2012 16:30;72.13;0.9732428359163273;1.0;70.33
02/01/2012 17:00;102.9;0.9732428359163273;1.0;70.29
02/01/2012 17:30;102.9;0.9732428359163273;1.0;70.29
02/01/2012 18:00;102.9;1.2337003299171285;1.0;70.29
02/01/2012 18:30;102.9;1.2337003299171285;1.0;70.29
02/01/2012 19:00;72.13;1.2337003299171285;1.0;70.33
02/01/2012 19:30;72.13;1.2337003299171285;1.0;70.33
02/01/2012 20:00;72.13;1.2119955387503951;1.0;70.33
02/01/2012 20:30;72.13;1.2119955387503951;1.0;70.33
02/01/2012 21:00;55.72;1.2119955387503951;1.0;70.42
02/01/2012 21:30;55.72;1.2119955387503951;1.0;70.42
02/01/2012 22:00;55.72;0.8174024353391811;1.0;70.42
02/01/2012 22:30;55.72;0.8174024353391811;1.0;70.42
02/01/2012 23:00;53.85;0.8174024353391811;1.0;69.64
02/01/2012 23:30;53.85;0.8174024353391811;1.0;69.64
03/01/2012 00:00;44.31;0.5442765039879521;1.0;69.64
03/01/2012 00:30;44.31;0.5442765039879521;1.0;69.64
03/01/2012 01:00;44.02;0.5442765039879521;1.0;69.68
03/01/2012 01:30;44.02;0.5442765039879521;1.0;69.68
03/01/2012 02:00;44.02;0.2679964880871743;1.0;69.68
03/01/2012 02:30;44.02;0.2679964880871743;1.0;69.68
03/01/2012 03:00;44.02;0.2679964880871743;1.0;70.37
03/01/2012 03:30;44.02;0.2679964880871743;1.0;70.37
03/01/2012 04:00;44.02;0.42635804922959547;1.0;70.37
03/01/2012 04:30;44.02;0.42635804922959547;1.0;70.37
03/01/2012 05:00;44.02;0.42635804922959547;1.0;70.33
03/01/2012 05:30;44.02;0.42635804922959547;1.0;70.33
03/01/2012 06:00;44.02;0.5603562932731826;1.0;70.33
03/01/2012 06:30;44.02;0.5603562932731826;1.0;70.33
03/01/2012 07:00;55.72;0.5603562932731826;1.0;70.33
03/01/2012 07:30;55.72;0.5603562932731826;1.0;70.33
03/01/2012 08:00;55.72;1.2425291720405354;1.0;70.33
03/01/2012 08:30;55.72;1.2425291720405354;1.0;70.33
03/01/2012 09:00;72.13;1.2425291720405354;1.0;69.42
03/01/2012 09:30;72.13;1.2425291720405354;1.0;69.42
03/01/2012 10:00;72.13;1.465697156665855;1.0;69.42
03/01/2012 10:30;72.13;1.465697156665855;1.0;69.42
03/01/2012 11:00;72.13;1.465697156665855;1.0;70.33
03/01/2012 11:30;72.13;1.465697156665855;1.0;70.33
03/01/2012 12:00;72.13;1.3156191233370373;1.0;70.33
03/01/2012 12:30;72.13;1.3156191233370373;1.0;70.33
03/01/2012 13:00;72.13;1.3156191233370373;1.0;70.33
03/01/2012 13:30;72.13;1.3156191233370373;1.0;70.33
03/01/2012 14:00;72.13;1.141177772909386;1.0;70.33
03/01/2012 14:30;72.13;1.141177772909386;1.0;70.33
03/01/2012 15:00;72.13;1.141177772909386;1.0;70.33
03/01/2012 15:30;72.13;1.141177772909386;1.0;70.33
03/01/2012 16:00;72.13;0.8975446019210457;1.0;70.33
03/01/2012 16:30;72.13;0.8975446019210457;1.0;70.33
03/01/2012 17:00;102.9;0.8975446019210457;1.0;70.29
03/01/2012 17:30;102.9;0.8975446019210457;1.0;70.29
03/01/2012 18:00;102.9;1.1450759036451992;1.0;70.29
03/01/2012 18:30;102.9;1.1450759036451992;1.0;70.29
03/01/2012 19:00;72.13;1.1450759036451992;1.0;70.33
03/01/2012 19:30;72.13;1.1450759036451992;1.0;70.33
03/01/2012 20:00;72.13;1.214267724205888;1.0;70.33
03/01/2012 20:30;72.13;1.214267724205888;1.0;70.33
03/01/2012 21:00;55.72;1.214267724205888;1.0;70.42
03/01/2012 21:30;55.72;1.214267724205888;1.0;70.42
03/01/2012 22:00;55.72;0.9053408633926724;1.0;70.42
03/01/2012 22:30;55.72;0.9053408633926724;1.0;70.42
03/01/2012 23:00;53.85;0.9053408633926724;1.0;69.64
03/01/2012 23:30;53.85;0.9053408633926724;1.0;69.64
04/01/2012 00:00;44.31;0.52378352706296;1.0;69.64
04/01/2012 00:30;44.31;0.52378352706296;1.0;69.64
04/01/2012 01:00;44.02;0.52378352706296;1.0;69.68
04/01/2012 01:30;44.02;0.52378352706296;1.0;69.68
04/01/2012 02:00;44.02;0.4036625048565212;1.0;69.68
04/01/2012 02:30;44.02;0.4036625048565212;1.0;69.68
04/01/2012 03:00;44.02;0.4036625048565212;1.0;70.37
04/01/2012 03:30;44.02;0.4036625048565212;1.0;70.37
04/01/2012 04:00;44.02;0.39574755378090315;1.0;70.37
04/01/2012 04:30;44.02;0.39574755378090315;1.0;70.37
04/01/2012 05:00;44.02;0.39574755378090315;1.0;70.33
04/01/2012 05:30;44.02;0.39574755378090315;1.0;70.33
04/01/2012 06:00;44.02;0.5587024288671574;1.0;70.33
04/01/2012 06:30;44.02;0.5587024288671574;1.0;70.33
04/01/2012 07:00;55.72;0.5587024288671574;1.0;70.33
04/01/2012 07:30;55.72;0.5587024288671574;1.0;70.33
04/01/2012 08:00;55.72;1.1406841256037799;1.0;70.33
04/01/2012 08:30;55.72;1.1406841256037799;1.0;70.33
04/01/2012 09:00;72.13;1.1406841256037799;1.0;69.42
04/01/2012 09:30;72.13;1.1406841256037799;1.0;69.42
04/01/2012 10:00;72.13;1.3501975364289638;1.0;69.42
04/01/2012 10:30;72.13;1.3501975364289638;1.0;69.42
04/01/2012 11:00;72.13;1.3501975364289638;1.0;70.33
04/01/2012 11:30;72.13;1.3501975364289638;1.0;70.33
04/01/2012 12:00;72.13;1.3618371703636962;1.0;70.33
04/01/2012 12:30;72.13;1.3618371703636962;1.0;70.33
04/01/2012 13:00;72.13;1.3618371703636962;1.0;70.33
04/01/2012 13:30;72.13;1.3618371703636962;1.0;70.33
04/01/2012 14:00;72.13;1.1909673442018238;1.0;70.33
04/01/2012 14:30;72.13;1.1909673442018238;1.0;70.33
04/01/2012 15:00;72.13;1.1909673442018238;1.0;70.33
04/01/2012 15:30;72.13;1.1909673442018238;1.0;70.33
04/01/2012 16:00;72.13;0.8883368618987803;1.0;70.33
04/01/2012 16:30;72.13;0.8883368618987803;1.0;70.33
04/01/2012 17:00;102.9;0.8883368618987803;1.0;70.29
04/01/2012 17:30;102.9;0.8883368618987803;1.0;70.29
04/01/2012 18:00;102.9;1.2533557820919898;1.0;70.29
04/01/2012 18:30;102.9;1.2533557820919898;1.0;70.29
04/01/2012 19:00;72.13;1.2533557820919898;1.0;70.33
04/01/2012 19:30;72.13;1.2533557820919898;1.0;70.33
04/01/2012 20:00;72.13;1.2957240496144158;1.0;70.33
04/01/2012 20:30;72.13;1.2957240496144158;1.0;70.33
04/01/2012 21:00;55.72;1.2957240496144158;1.0;70.42
04/01/2012 21:30;55.72;1.2957240496144158;1.0;70.42
04/01/2012 22:00;55.72;0.811049692572157;1.0;70.42
04/01/2012 22:30;55.72;0.811049692572157;1.0;70.42
04/01/2012 23:00;53.85;0.811049692572157;1.0;69.64
04/01/2012 23:30;53.85;0.811049692572157;1.0;69.64
05/01/2012 00:00;44.31;0.5961467895818006;1.0;69.64
05/01/2012 00:30;44.31;0.5961467895818006;1.0;69.64
05/01/2012 01:00;44.02;0.5961467895818006;1.0;69.68
